cell,concept,axis,alpha,lpaps,muqt,clap
pci_all,piano,lpaps,-30.0,3.543369,0.103255,0.101695
pci_all,piano,lpaps,-28.0,3.289003,0.10615,0.10303
pci_all,piano,lpaps,-26.0,3.108838,0.109934,0.104914
pci_all,piano,lpaps,-24.0,2.92673,0.107484,0.103428
pci_all,piano,lpaps,-22.0,2.721771,0.10706,0.101964
pci_all,piano,lpaps,-20.0,2.497607,0.107718,0.099894
pci_all,piano,lpaps,-18.0,2.228707,0.108078,0.099309
pci_all,piano,lpaps,-16.0,2.085666,0.107608,0.098744
pci_all,piano,lpaps,-14.0,1.8206,0.109654,0.101519
pci_all,piano,lpaps,-12.0,1.642256,0.110176,0.099955
pci_all,piano,lpaps,-10.0,1.473802,0.10984,0.100589
pci_all,piano,lpaps,-8.0,1.358073,0.109597,0.100129
pci_all,piano,lpaps,-6.0,1.294526,0.109218,0.101239
pci_all,piano,lpaps,-4.0,1.251232,0.107158,0.101766
pci_all,piano,lpaps,-2.0,1.166767,0.108889,0.100763
pci_all,piano,lpaps,0.0,0.0,0.109838,0.101492
pci_all,piano,lpaps,2.0,1.091684,0.110758,0.101073
pci_all,piano,lpaps,4.0,1.214208,0.108971,0.100349
pci_all,piano,lpaps,6.0,1.257295,0.112617,0.102323
pci_all,piano,lpaps,8.0,1.324217,0.115207,0.100853
pci_all,piano,lpaps,10.0,1.449911,0.115326,0.101136
pci_all,piano,lpaps,12.0,1.598908,0.116729,0.10179
pci_all,piano,lpaps,14.0,1.80517,0.121592,0.105767
pci_all,piano,lpaps,16.0,1.967714,0.133165,0.108717
pci_all,piano,lpaps,18.0,2.227134,0.137063,0.110971
pci_all,piano,lpaps,20.0,2.50572,0.142635,0.112569
pci_all,piano,lpaps,22.0,2.733015,0.148786,0.119803
pci_all,piano,lpaps,24.0,3.002798,0.159594,0.127042
pci_all,piano,lpaps,26.0,3.276581,0.176353,0.133016
pci_all,piano,lpaps,28.0,3.501008,0.189708,0.137844
pci_all,piano,lpaps,30.0,3.80587,0.22569,0.150154
pci_all,piano,harmony,-30.0,0.095384,0.103255,0.101695
pci_all,piano,harmony,-28.0,0.086355,0.10615,0.10303
pci_all,piano,harmony,-26.0,0.079749,0.109934,0.104914
pci_all,piano,harmony,-24.0,0.074746,0.107484,0.103428
pci_all,piano,harmony,-22.0,0.068745,0.10706,0.101964
pci_all,piano,harmony,-20.0,0.060565,0.107718,0.099894
pci_all,piano,harmony,-18.0,0.051783,0.108078,0.099309
pci_all,piano,harmony,-16.0,0.047872,0.107608,0.098744
pci_all,piano,harmony,-14.0,0.041426,0.109654,0.101519
pci_all,piano,harmony,-12.0,0.037012,0.110176,0.099955
pci_all,piano,harmony,-10.0,0.031916,0.10984,0.100589
pci_all,piano,harmony,-8.0,0.028808,0.109597,0.100129
pci_all,piano,harmony,-6.0,0.026757,0.109218,0.101239
pci_all,piano,harmony,-4.0,0.025485,0.107158,0.101766
pci_all,piano,harmony,-2.0,0.02321,0.108889,0.100763
pci_all,piano,harmony,0.0,0.0,0.109838,0.101492
pci_all,piano,harmony,2.0,0.02145,0.110758,0.101073
pci_all,piano,harmony,4.0,0.024494,0.108971,0.100349
pci_all,piano,harmony,6.0,0.02571,0.112617,0.102323
pci_all,piano,harmony,8.0,0.027577,0.115207,0.100853
pci_all,piano,harmony,10.0,0.031121,0.115326,0.101136
pci_all,piano,harmony,12.0,0.034815,0.116729,0.10179
pci_all,piano,harmony,14.0,0.040304,0.121592,0.105767
pci_all,piano,harmony,16.0,0.046079,0.133165,0.108717
pci_all,piano,harmony,18.0,0.054729,0.137063,0.110971
pci_all,piano,harmony,20.0,0.06508,0.142635,0.112569
pci_all,piano,harmony,22.0,0.072117,0.148786,0.119803
pci_all,piano,harmony,24.0,0.082294,0.159594,0.127042
pci_all,piano,harmony,26.0,0.091794,0.176353,0.133016
pci_all,piano,harmony,28.0,0.103718,0.189708,0.137844
pci_all,piano,harmony,30.0,0.117187,0.22569,0.150154
pci_all,piano,melody,-30.0,0.690549,0.103255,0.101695
pci_all,piano,melody,-28.0,0.655151,0.10615,0.10303
pci_all,piano,melody,-26.0,0.635795,0.109934,0.104914
pci_all,piano,melody,-24.0,0.615565,0.107484,0.103428
pci_all,piano,melody,-22.0,0.582208,0.10706,0.101964
pci_all,piano,melody,-20.0,0.548881,0.107718,0.099894
pci_all,piano,melody,-18.0,0.50624,0.108078,0.099309
pci_all,piano,melody,-16.0,0.485253,0.107608,0.098744
pci_all,piano,melody,-14.0,0.448252,0.109654,0.101519
pci_all,piano,melody,-12.0,0.410291,0.110176,0.099955
pci_all,piano,melody,-10.0,0.384121,0.10984,0.100589
pci_all,piano,melody,-8.0,0.366885,0.109597,0.100129
pci_all,piano,melody,-6.0,0.352336,0.109218,0.101239
pci_all,piano,melody,-4.0,0.34338,0.107158,0.101766
pci_all,piano,melody,-2.0,0.334332,0.108889,0.100763
pci_all,piano,melody,0.0,0.0,0.109838,0.101492
pci_all,piano,melody,2.0,0.320822,0.110758,0.101073
pci_all,piano,melody,4.0,0.339385,0.108971,0.100349
pci_all,piano,melody,6.0,0.34651,0.112617,0.102323
pci_all,piano,melody,8.0,0.366045,0.115207,0.100853
pci_all,piano,melody,10.0,0.385154,0.115326,0.101136
pci_all,piano,melody,12.0,0.410885,0.116729,0.10179
pci_all,piano,melody,14.0,0.445343,0.121592,0.105767
pci_all,piano,melody,16.0,0.479882,0.133165,0.108717
pci_all,piano,melody,18.0,0.526407,0.137063,0.110971
pci_all,piano,melody,20.0,0.575969,0.142635,0.112569
pci_all,piano,melody,22.0,0.607498,0.148786,0.119803
pci_all,piano,melody,24.0,0.64379,0.159594,0.127042
pci_all,piano,melody,26.0,0.685256,0.176353,0.133016
pci_all,piano,melody,28.0,0.711639,0.189708,0.137844
pci_all,piano,melody,30.0,0.750055,0.22569,0.150154
pci_all,piano,rhythm,-30.0,0.503915,0.103255,0.101695
pci_all,piano,rhythm,-28.0,0.502915,0.10615,0.10303
pci_all,piano,rhythm,-26.0,0.439869,0.109934,0.104914
pci_all,piano,rhythm,-24.0,0.446514,0.107484,0.103428
pci_all,piano,rhythm,-22.0,0.385683,0.10706,0.101964
pci_all,piano,rhythm,-20.0,0.355913,0.107718,0.099894
pci_all,piano,rhythm,-18.0,0.308698,0.108078,0.099309
pci_all,piano,rhythm,-16.0,0.253425,0.107608,0.098744
pci_all,piano,rhythm,-14.0,0.230884,0.109654,0.101519
pci_all,piano,rhythm,-12.0,0.207342,0.110176,0.099955
pci_all,piano,rhythm,-10.0,0.180801,0.10984,0.100589
pci_all,piano,rhythm,-8.0,0.147412,0.109597,0.100129
pci_all,piano,rhythm,-6.0,0.132426,0.109218,0.101239
pci_all,piano,rhythm,-4.0,0.134422,0.107158,0.101766
pci_all,piano,rhythm,-2.0,0.127029,0.108889,0.100763
pci_all,piano,rhythm,0.0,0.0,0.109838,0.101492
pci_all,piano,rhythm,2.0,0.142334,0.110758,0.101073
pci_all,piano,rhythm,4.0,0.125457,0.108971,0.100349
pci_all,piano,rhythm,6.0,0.135187,0.112617,0.102323
pci_all,piano,rhythm,8.0,0.129799,0.115207,0.100853
pci_all,piano,rhythm,10.0,0.196375,0.115326,0.101136
pci_all,piano,rhythm,12.0,0.187525,0.116729,0.10179
pci_all,piano,rhythm,14.0,0.238377,0.121592,0.105767
pci_all,piano,rhythm,16.0,0.255737,0.133165,0.108717
pci_all,piano,rhythm,18.0,0.296991,0.137063,0.110971
pci_all,piano,rhythm,20.0,0.325972,0.142635,0.112569
pci_all,piano,rhythm,22.0,0.397197,0.148786,0.119803
pci_all,piano,rhythm,24.0,0.436704,0.159594,0.127042
pci_all,piano,rhythm,26.0,0.469376,0.176353,0.133016
pci_all,piano,rhythm,28.0,0.492228,0.189708,0.137844
pci_all,piano,rhythm,30.0,0.498742,0.22569,0.150154
pci_all,piano,ssm,-30.0,0.620996,0.103255,0.101695
pci_all,piano,ssm,-28.0,0.589989,0.10615,0.10303
pci_all,piano,ssm,-26.0,0.559286,0.109934,0.104914
pci_all,piano,ssm,-24.0,0.530837,0.107484,0.103428
pci_all,piano,ssm,-22.0,0.489312,0.10706,0.101964
pci_all,piano,ssm,-20.0,0.448871,0.107718,0.099894
pci_all,piano,ssm,-18.0,0.401917,0.108078,0.099309
pci_all,piano,ssm,-16.0,0.372182,0.107608,0.098744
pci_all,piano,ssm,-14.0,0.313066,0.109654,0.101519
pci_all,piano,ssm,-12.0,0.279502,0.110176,0.099955
pci_all,piano,ssm,-10.0,0.243002,0.10984,0.100589
pci_all,piano,ssm,-8.0,0.221512,0.109597,0.100129
pci_all,piano,ssm,-6.0,0.205069,0.109218,0.101239
pci_all,piano,ssm,-4.0,0.196881,0.107158,0.101766
pci_all,piano,ssm,-2.0,0.180204,0.108889,0.100763
pci_all,piano,ssm,0.0,0.0,0.109838,0.101492
pci_all,piano,ssm,2.0,0.170248,0.110758,0.101073
pci_all,piano,ssm,4.0,0.191227,0.108971,0.100349
pci_all,piano,ssm,6.0,0.198234,0.112617,0.102323
pci_all,piano,ssm,8.0,0.214197,0.115207,0.100853
pci_all,piano,ssm,10.0,0.241105,0.115326,0.101136
pci_all,piano,ssm,12.0,0.266336,0.116729,0.10179
pci_all,piano,ssm,14.0,0.301511,0.121592,0.105767
pci_all,piano,ssm,16.0,0.338018,0.133165,0.108717
pci_all,piano,ssm,18.0,0.402039,0.137063,0.110971
pci_all,piano,ssm,20.0,0.457521,0.142635,0.112569
pci_all,piano,ssm,22.0,0.494438,0.148786,0.119803
pci_all,piano,ssm,24.0,0.548085,0.159594,0.127042
pci_all,piano,ssm,26.0,0.592704,0.176353,0.133016
pci_all,piano,ssm,28.0,0.630397,0.189708,0.137844
pci_all,piano,ssm,30.0,0.678433,0.22569,0.150154
pci_loc,piano,lpaps,-30.0,3.491554,0.104755,0.103183
pci_loc,piano,lpaps,-28.0,3.29815,0.112007,0.103066
pci_loc,piano,lpaps,-26.0,3.085075,0.109386,0.100887
pci_loc,piano,lpaps,-24.0,2.900022,0.104449,0.100767
pci_loc,piano,lpaps,-22.0,2.759831,0.104511,0.101717
pci_loc,piano,lpaps,-20.0,2.640113,0.107068,0.099429
pci_loc,piano,lpaps,-18.0,2.481548,0.105235,0.098572
pci_loc,piano,lpaps,-16.0,2.359825,0.105964,0.095832
pci_loc,piano,lpaps,-14.0,2.303647,0.104652,0.095766
pci_loc,piano,lpaps,-12.0,2.234626,0.108896,0.095949
pci_loc,piano,lpaps,-10.0,2.214527,0.106516,0.095365
pci_loc,piano,lpaps,-8.0,2.192854,0.108177,0.094096
pci_loc,piano,lpaps,-6.0,2.186559,0.10723,0.092901
pci_loc,piano,lpaps,-4.0,2.181225,0.106996,0.094179
pci_loc,piano,lpaps,-2.0,2.177065,0.106913,0.093982
pci_loc,piano,lpaps,0.0,0.0,0.109838,0.101492
pci_loc,piano,lpaps,2.0,2.177556,0.107813,0.094326
pci_loc,piano,lpaps,4.0,2.17899,0.106437,0.095485
pci_loc,piano,lpaps,6.0,2.187834,0.108842,0.096556
pci_loc,piano,lpaps,8.0,2.191989,0.107867,0.095853
pci_loc,piano,lpaps,10.0,2.211682,0.11235,0.095618
pci_loc,piano,lpaps,12.0,2.234799,0.116719,0.100604
pci_loc,piano,lpaps,14.0,2.303319,0.123193,0.102399
pci_loc,piano,lpaps,16.0,2.390744,0.127481,0.104635
pci_loc,piano,lpaps,18.0,2.508292,0.128931,0.107744
pci_loc,piano,lpaps,20.0,2.612187,0.134234,0.112729
pci_loc,piano,lpaps,22.0,2.853346,0.145049,0.118579
pci_loc,piano,lpaps,24.0,3.053957,0.155172,0.124956
pci_loc,piano,lpaps,26.0,3.254404,0.17066,0.127535
pci_loc,piano,lpaps,28.0,3.460665,0.19716,0.136666
pci_loc,piano,lpaps,30.0,3.803909,0.228066,0.150619
pci_loc,piano,harmony,-30.0,0.092767,0.104755,0.103183
pci_loc,piano,harmony,-28.0,0.087161,0.112007,0.103066
pci_loc,piano,harmony,-26.0,0.07729,0.109386,0.100887
pci_loc,piano,harmony,-24.0,0.073814,0.104449,0.100767
pci_loc,piano,harmony,-22.0,0.069052,0.104511,0.101717
pci_loc,piano,harmony,-20.0,0.063631,0.107068,0.099429
pci_loc,piano,harmony,-18.0,0.058707,0.105235,0.098572
pci_loc,piano,harmony,-16.0,0.054819,0.105964,0.095832
pci_loc,piano,harmony,-14.0,0.053152,0.104652,0.095766
pci_loc,piano,harmony,-12.0,0.051072,0.108896,0.095949
pci_loc,piano,harmony,-10.0,0.050426,0.106516,0.095365
pci_loc,piano,harmony,-8.0,0.04992,0.108177,0.094096
pci_loc,piano,harmony,-6.0,0.049941,0.10723,0.092901
pci_loc,piano,harmony,-4.0,0.049664,0.106996,0.094179
pci_loc,piano,harmony,-2.0,0.048929,0.106913,0.093982
pci_loc,piano,harmony,0.0,0.0,0.109838,0.101492
pci_loc,piano,harmony,2.0,0.049524,0.107813,0.094326
pci_loc,piano,harmony,4.0,0.049345,0.106437,0.095485
pci_loc,piano,harmony,6.0,0.049479,0.108842,0.096556
pci_loc,piano,harmony,8.0,0.049679,0.107867,0.095853
pci_loc,piano,harmony,10.0,0.049553,0.11235,0.095618
pci_loc,piano,harmony,12.0,0.050972,0.116719,0.100604
pci_loc,piano,harmony,14.0,0.053318,0.123193,0.102399
pci_loc,piano,harmony,16.0,0.055867,0.127481,0.104635
pci_loc,piano,harmony,18.0,0.060291,0.128931,0.107744
pci_loc,piano,harmony,20.0,0.064895,0.134234,0.112729
pci_loc,piano,harmony,22.0,0.073638,0.145049,0.118579
pci_loc,piano,harmony,24.0,0.080596,0.155172,0.124956
pci_loc,piano,harmony,26.0,0.091258,0.17066,0.127535
pci_loc,piano,harmony,28.0,0.101346,0.19716,0.136666
pci_loc,piano,harmony,30.0,0.118087,0.228066,0.150619
pci_loc,piano,melody,-30.0,0.680732,0.104755,0.103183
pci_loc,piano,melody,-28.0,0.667946,0.112007,0.103066
pci_loc,piano,melody,-26.0,0.632905,0.109386,0.100887
pci_loc,piano,melody,-24.0,0.606399,0.104449,0.100767
pci_loc,piano,melody,-22.0,0.591154,0.104511,0.101717
pci_loc,piano,melody,-20.0,0.573533,0.107068,0.099429
pci_loc,piano,melody,-18.0,0.548786,0.105235,0.098572
pci_loc,piano,melody,-16.0,0.535528,0.105964,0.095832
pci_loc,piano,melody,-14.0,0.526631,0.104652,0.095766
pci_loc,piano,melody,-12.0,0.519267,0.108896,0.095949
pci_loc,piano,melody,-10.0,0.519249,0.106516,0.095365
pci_loc,piano,melody,-8.0,0.510268,0.108177,0.094096
pci_loc,piano,melody,-6.0,0.504536,0.10723,0.092901
pci_loc,piano,melody,-4.0,0.508729,0.106996,0.094179
pci_loc,piano,melody,-2.0,0.500724,0.106913,0.093982
pci_loc,piano,melody,0.0,0.0,0.109838,0.101492
pci_loc,piano,melody,2.0,0.503613,0.107813,0.094326
pci_loc,piano,melody,4.0,0.507085,0.106437,0.095485
pci_loc,piano,melody,6.0,0.502223,0.108842,0.096556
pci_loc,piano,melody,8.0,0.506724,0.107867,0.095853
pci_loc,piano,melody,10.0,0.515837,0.11235,0.095618
pci_loc,piano,melody,12.0,0.521298,0.116719,0.100604
pci_loc,piano,melody,14.0,0.531572,0.123193,0.102399
pci_loc,piano,melody,16.0,0.556901,0.127481,0.104635
pci_loc,piano,melody,18.0,0.574656,0.128931,0.107744
pci_loc,piano,melody,20.0,0.592623,0.134234,0.112729
pci_loc,piano,melody,22.0,0.635537,0.145049,0.118579
pci_loc,piano,melody,24.0,0.658686,0.155172,0.124956
pci_loc,piano,melody,26.0,0.687049,0.17066,0.127535
pci_loc,piano,melody,28.0,0.712968,0.19716,0.136666
pci_loc,piano,melody,30.0,0.744939,0.228066,0.150619
pci_loc,piano,rhythm,-30.0,0.483017,0.104755,0.103183
pci_loc,piano,rhythm,-28.0,0.477094,0.112007,0.103066
pci_loc,piano,rhythm,-26.0,0.429168,0.109386,0.100887
pci_loc,piano,rhythm,-24.0,0.430584,0.104449,0.100767
pci_loc,piano,rhythm,-22.0,0.397676,0.104511,0.101717
pci_loc,piano,rhythm,-20.0,0.428467,0.107068,0.099429
pci_loc,piano,rhythm,-18.0,0.373625,0.105235,0.098572
pci_loc,piano,rhythm,-16.0,0.357031,0.105964,0.095832
pci_loc,piano,rhythm,-14.0,0.350865,0.104652,0.095766
pci_loc,piano,rhythm,-12.0,0.342531,0.108896,0.095949
pci_loc,piano,rhythm,-10.0,0.312581,0.106516,0.095365
pci_loc,piano,rhythm,-8.0,0.308882,0.108177,0.094096
pci_loc,piano,rhythm,-6.0,0.318705,0.10723,0.092901
pci_loc,piano,rhythm,-4.0,0.301903,0.106996,0.094179
pci_loc,piano,rhythm,-2.0,0.312279,0.106913,0.093982
pci_loc,piano,rhythm,0.0,0.0,0.109838,0.101492
pci_loc,piano,rhythm,2.0,0.313858,0.107813,0.094326
pci_loc,piano,rhythm,4.0,0.305654,0.106437,0.095485
pci_loc,piano,rhythm,6.0,0.310953,0.108842,0.096556
pci_loc,piano,rhythm,8.0,0.302932,0.107867,0.095853
pci_loc,piano,rhythm,10.0,0.334183,0.11235,0.095618
pci_loc,piano,rhythm,12.0,0.338596,0.116719,0.100604
pci_loc,piano,rhythm,14.0,0.31577,0.123193,0.102399
pci_loc,piano,rhythm,16.0,0.313064,0.127481,0.104635
pci_loc,piano,rhythm,18.0,0.379399,0.128931,0.107744
pci_loc,piano,rhythm,20.0,0.370292,0.134234,0.112729
pci_loc,piano,rhythm,22.0,0.426878,0.145049,0.118579
pci_loc,piano,rhythm,24.0,0.451449,0.155172,0.124956
pci_loc,piano,rhythm,26.0,0.50944,0.17066,0.127535
pci_loc,piano,rhythm,28.0,0.523508,0.19716,0.136666
pci_loc,piano,rhythm,30.0,0.522044,0.228066,0.150619
pci_loc,piano,ssm,-30.0,0.601932,0.104755,0.103183
pci_loc,piano,ssm,-28.0,0.578184,0.112007,0.103066
pci_loc,piano,ssm,-26.0,0.533714,0.109386,0.100887
pci_loc,piano,ssm,-24.0,0.513398,0.104449,0.100767
pci_loc,piano,ssm,-22.0,0.490347,0.104511,0.101717
pci_loc,piano,ssm,-20.0,0.464502,0.107068,0.099429
pci_loc,piano,ssm,-18.0,0.429756,0.105235,0.098572
pci_loc,piano,ssm,-16.0,0.413494,0.105964,0.095832
pci_loc,piano,ssm,-14.0,0.403744,0.104652,0.095766
pci_loc,piano,ssm,-12.0,0.3923,0.108896,0.095949
pci_loc,piano,ssm,-10.0,0.390647,0.106516,0.095365
pci_loc,piano,ssm,-8.0,0.38709,0.108177,0.094096
pci_loc,piano,ssm,-6.0,0.388293,0.10723,0.092901
pci_loc,piano,ssm,-4.0,0.388121,0.106996,0.094179
pci_loc,piano,ssm,-2.0,0.381068,0.106913,0.093982
pci_loc,piano,ssm,0.0,0.0,0.109838,0.101492
pci_loc,piano,ssm,2.0,0.387544,0.107813,0.094326
pci_loc,piano,ssm,4.0,0.380106,0.106437,0.095485
pci_loc,piano,ssm,6.0,0.38192,0.108842,0.096556
pci_loc,piano,ssm,8.0,0.383058,0.107867,0.095853
pci_loc,piano,ssm,10.0,0.382324,0.11235,0.095618
pci_loc,piano,ssm,12.0,0.393394,0.116719,0.100604
pci_loc,piano,ssm,14.0,0.405682,0.123193,0.102399
pci_loc,piano,ssm,16.0,0.425214,0.127481,0.104635
pci_loc,piano,ssm,18.0,0.449264,0.128931,0.107744
pci_loc,piano,ssm,20.0,0.472542,0.134234,0.112729
pci_loc,piano,ssm,22.0,0.514375,0.145049,0.118579
pci_loc,piano,ssm,24.0,0.552812,0.155172,0.124956
pci_loc,piano,ssm,26.0,0.584393,0.17066,0.127535
pci_loc,piano,ssm,28.0,0.628464,0.19716,0.136666
pci_loc,piano,ssm,30.0,0.667662,0.228066,0.150619
textemb_all,piano,lpaps,-0.1852,3.543075,0.101631,0.063368
textemb_all,piano,lpaps,-0.1729,3.455915,0.111557,0.067261
textemb_all,piano,lpaps,-0.1605,3.38982,0.1063,0.07291
textemb_all,piano,lpaps,-0.1482,3.284321,0.116283,0.078182
textemb_all,piano,lpaps,-0.1358,3.150926,0.115315,0.080963
textemb_all,piano,lpaps,-0.1235,3.005019,0.111999,0.08335
textemb_all,piano,lpaps,-0.1111,2.91026,0.107881,0.083559
textemb_all,piano,lpaps,-0.0988,2.823425,0.105938,0.087063
textemb_all,piano,lpaps,-0.0864,2.695656,0.105114,0.08947
textemb_all,piano,lpaps,-0.0741,2.531392,0.099675,0.093781
textemb_all,piano,lpaps,-0.0617,2.296249,0.104549,0.095605
textemb_all,piano,lpaps,-0.0494,2.147539,0.103781,0.09764
textemb_all,piano,lpaps,-0.037,1.936992,0.108842,0.098691
textemb_all,piano,lpaps,-0.0247,1.780052,0.106897,0.098501
textemb_all,piano,lpaps,-0.0123,1.694981,0.10915,0.10125
textemb_all,piano,lpaps,0.0,0.0,0.109838,0.101492
textemb_all,piano,lpaps,0.0702,1.833599,0.109804,0.100838
textemb_all,piano,lpaps,0.1403,2.015798,0.110958,0.101275
textemb_all,piano,lpaps,0.2105,2.270475,0.11164,0.102577
textemb_all,piano,lpaps,0.2806,2.46113,0.113523,0.105363
textemb_all,piano,lpaps,0.3508,2.611728,0.11646,0.11142
textemb_all,piano,lpaps,0.4209,2.775211,0.123728,0.108166
textemb_all,piano,lpaps,0.4911,2.898965,0.126314,0.11205
textemb_all,piano,lpaps,0.5612,3.00715,0.133653,0.115085
textemb_all,piano,lpaps,0.6314,3.146494,0.140562,0.120131
textemb_all,piano,lpaps,0.7015,3.290915,0.150851,0.123816
textemb_all,piano,lpaps,0.7717,3.40594,0.162555,0.125677
textemb_all,piano,lpaps,0.8418,3.513974,0.17989,0.129856
textemb_all,piano,lpaps,0.912,3.654104,0.205049,0.141244
textemb_all,piano,lpaps,0.9821,3.76468,0.220077,0.149039
textemb_all,piano,lpaps,1.0523,3.935519,0.258591,0.156488
textemb_all,piano,harmony,-0.1852,0.11175,0.101631,0.063368
textemb_all,piano,harmony,-0.1729,0.10717,0.111557,0.067261
textemb_all,piano,harmony,-0.1605,0.102605,0.1063,0.07291
textemb_all,piano,harmony,-0.1482,0.094821,0.116283,0.078182
textemb_all,piano,harmony,-0.1358,0.087602,0.115315,0.080963
textemb_all,piano,harmony,-0.1235,0.082058,0.111999,0.08335
textemb_all,piano,harmony,-0.1111,0.07924,0.107881,0.083559
textemb_all,piano,harmony,-0.0988,0.074265,0.105938,0.087063
textemb_all,piano,harmony,-0.0864,0.070631,0.105114,0.08947
textemb_all,piano,harmony,-0.0741,0.064195,0.099675,0.093781
textemb_all,piano,harmony,-0.0617,0.057,0.104549,0.095605
textemb_all,piano,harmony,-0.0494,0.052079,0.103781,0.09764
textemb_all,piano,harmony,-0.037,0.04484,0.108842,0.098691
textemb_all,piano,harmony,-0.0247,0.039526,0.106897,0.098501
textemb_all,piano,harmony,-0.0123,0.036153,0.10915,0.10125
textemb_all,piano,harmony,0.0,0.0,0.109838,0.101492
textemb_all,piano,harmony,0.0702,0.0419,0.109804,0.100838
textemb_all,piano,harmony,0.1403,0.048893,0.110958,0.101275
textemb_all,piano,harmony,0.2105,0.056572,0.11164,0.102577
textemb_all,piano,harmony,0.2806,0.063149,0.113523,0.105363
textemb_all,piano,harmony,0.3508,0.068596,0.11646,0.11142
textemb_all,piano,harmony,0.4209,0.074104,0.123728,0.108166
textemb_all,piano,harmony,0.4911,0.078424,0.126314,0.11205
textemb_all,piano,harmony,0.5612,0.082703,0.133653,0.115085
textemb_all,piano,harmony,0.6314,0.087298,0.140562,0.120131
textemb_all,piano,harmony,0.7015,0.093242,0.150851,0.123816
textemb_all,piano,harmony,0.7717,0.09876,0.162555,0.125677
textemb_all,piano,harmony,0.8418,0.10391,0.17989,0.129856
textemb_all,piano,harmony,0.912,0.110088,0.205049,0.141244
textemb_all,piano,harmony,0.9821,0.114696,0.220077,0.149039
textemb_all,piano,harmony,1.0523,0.123933,0.258591,0.156488
textemb_all,piano,melody,-0.1852,0.71937,0.101631,0.063368
textemb_all,piano,melody,-0.1729,0.704265,0.111557,0.067261
textemb_all,piano,melody,-0.1605,0.692538,0.1063,0.07291
textemb_all,piano,melody,-0.1482,0.67205,0.116283,0.078182
textemb_all,piano,melody,-0.1358,0.657184,0.115315,0.080963
textemb_all,piano,melody,-0.1235,0.63412,0.111999,0.08335
textemb_all,piano,melody,-0.1111,0.612837,0.107881,0.083559
textemb_all,piano,melody,-0.0988,0.592813,0.105938,0.087063
textemb_all,piano,melody,-0.0864,0.578723,0.105114,0.08947
textemb_all,piano,melody,-0.0741,0.566002,0.099675,0.093781
textemb_all,piano,melody,-0.0617,0.526793,0.104549,0.095605
textemb_all,piano,melody,-0.0494,0.501807,0.103781,0.09764
textemb_all,piano,melody,-0.037,0.473601,0.108842,0.098691
textemb_all,piano,melody,-0.0247,0.437681,0.106897,0.098501
textemb_all,piano,melody,-0.0123,0.417863,0.10915,0.10125
textemb_all,piano,melody,0.0,0.0,0.109838,0.101492
textemb_all,piano,melody,0.0702,0.442361,0.109804,0.100838
textemb_all,piano,melody,0.1403,0.487841,0.110958,0.101275
textemb_all,piano,melody,0.2105,0.523483,0.11164,0.102577
textemb_all,piano,melody,0.2806,0.553934,0.113523,0.105363
textemb_all,piano,melody,0.3508,0.583921,0.11646,0.11142
textemb_all,piano,melody,0.4209,0.609764,0.123728,0.108166
textemb_all,piano,melody,0.4911,0.622502,0.126314,0.11205
textemb_all,piano,melody,0.5612,0.640291,0.133653,0.115085
textemb_all,piano,melody,0.6314,0.655931,0.140562,0.120131
textemb_all,piano,melody,0.7015,0.676199,0.150851,0.123816
textemb_all,piano,melody,0.7717,0.693836,0.162555,0.125677
textemb_all,piano,melody,0.8418,0.701831,0.17989,0.129856
textemb_all,piano,melody,0.912,0.727178,0.205049,0.141244
textemb_all,piano,melody,0.9821,0.745619,0.220077,0.149039
textemb_all,piano,melody,1.0523,0.752382,0.258591,0.156488
textemb_all,piano,rhythm,-0.1852,0.473935,0.101631,0.063368
textemb_all,piano,rhythm,-0.1729,0.452388,0.111557,0.067261
textemb_all,piano,rhythm,-0.1605,0.493973,0.1063,0.07291
textemb_all,piano,rhythm,-0.1482,0.46302,0.116283,0.078182
textemb_all,piano,rhythm,-0.1358,0.452391,0.115315,0.080963
textemb_all,piano,rhythm,-0.1235,0.444819,0.111999,0.08335
textemb_all,piano,rhythm,-0.1111,0.40505,0.107881,0.083559
textemb_all,piano,rhythm,-0.0988,0.392933,0.105938,0.087063
textemb_all,piano,rhythm,-0.0864,0.379623,0.105114,0.08947
textemb_all,piano,rhythm,-0.0741,0.365783,0.099675,0.093781
textemb_all,piano,rhythm,-0.0617,0.329465,0.104549,0.095605
textemb_all,piano,rhythm,-0.0494,0.343695,0.103781,0.09764
textemb_all,piano,rhythm,-0.037,0.281101,0.108842,0.098691
textemb_all,piano,rhythm,-0.0247,0.238583,0.106897,0.098501
textemb_all,piano,rhythm,-0.0123,0.234952,0.10915,0.10125
textemb_all,piano,rhythm,0.0,0.0,0.109838,0.101492
textemb_all,piano,rhythm,0.0702,0.235667,0.109804,0.100838
textemb_all,piano,rhythm,0.1403,0.259987,0.110958,0.101275
textemb_all,piano,rhythm,0.2105,0.307613,0.11164,0.102577
textemb_all,piano,rhythm,0.2806,0.358319,0.113523,0.105363
textemb_all,piano,rhythm,0.3508,0.382337,0.11646,0.11142
textemb_all,piano,rhythm,0.4209,0.441803,0.123728,0.108166
textemb_all,piano,rhythm,0.4911,0.427914,0.126314,0.11205
textemb_all,piano,rhythm,0.5612,0.456351,0.133653,0.115085
textemb_all,piano,rhythm,0.6314,0.463615,0.140562,0.120131
textemb_all,piano,rhythm,0.7015,0.493231,0.150851,0.123816
