cell,concept,axis,alpha,lpaps,muqt,clap
sae,vocal_style,harmony,-4.596,0.081819,0.149879,0.113158
sae,vocal_style,harmony,-3.6768,0.072307,0.153004,0.117239
sae,vocal_style,harmony,-2.7576,0.063271,0.155544,0.117145
sae,vocal_style,harmony,-1.8384,0.053411,0.156531,0.119207
sae,vocal_style,harmony,-0.9192,0.03917,0.163019,0.122524
sae,vocal_style,harmony,0.0,0.0,0.166525,0.122821
sae,vocal_style,harmony,1.3638,0.047619,0.175596,0.124746
sae,vocal_style,harmony,2.7277,0.062226,0.184662,0.129042
sae,vocal_style,harmony,4.0915,0.078481,0.196,0.128336
sae,vocal_style,harmony,5.4553,0.090662,0.20458,0.131343
sae,vocal_style,harmony,6.8192,0.103219,0.215696,0.135996
sae,vocal_style,harmony,8.183,0.114804,0.227961,0.139138
sae,vocal_style,harmony,9.5468,0.122851,0.239405,0.140095
sae,vocal_style,harmony,10.9107,0.132665,0.252953,0.147935
sae,vocal_style,harmony,12.2745,0.13838,0.271382,0.156942
sae,vocal_style,harmony,13.6383,0.145699,0.280899,0.160547
sae,vocal_style,harmony,15.0022,0.150931,0.299563,0.164988
sae,vocal_style,harmony,16.366,0.155297,0.30503,0.172602
sae,vocal_style,harmony,17.7298,0.159615,0.316546,0.175897
sae,vocal_style,harmony,19.0937,0.162567,0.328391,0.179426
sae,vocal_style,harmony,20.4575,0.164406,0.339949,0.185631
sae,vocal_style,melody,-13.7879,0.668709,0.10946,0.085902
sae,vocal_style,melody,-12.8687,0.657715,0.109612,0.091524
sae,vocal_style,melody,-11.9495,0.644386,0.116286,0.092019
sae,vocal_style,melody,-11.0303,0.633503,0.118728,0.092996
sae,vocal_style,melody,-10.1111,0.62015,0.123016,0.09561
sae,vocal_style,melody,-9.1919,0.600698,0.125496,0.099079
sae,vocal_style,melody,-8.2727,0.599436,0.126998,0.102166
sae,vocal_style,melody,-7.3535,0.577594,0.134226,0.105874
sae,vocal_style,melody,-6.4344,0.549931,0.13687,0.10311
sae,vocal_style,melody,-5.5152,0.53299,0.143854,0.112399
sae,vocal_style,melody,-4.596,0.512054,0.149879,0.113158
sae,vocal_style,melody,-3.6768,0.477922,0.153004,0.117239
sae,vocal_style,melody,-2.7576,0.441377,0.155544,0.117145
sae,vocal_style,melody,-1.8384,0.399569,0.156531,0.119207
sae,vocal_style,melody,-0.9192,0.342752,0.163019,0.122524
sae,vocal_style,melody,0.0,0.0,0.166525,0.122821
sae,vocal_style,melody,1.3638,0.408484,0.175596,0.124746
sae,vocal_style,melody,2.7277,0.471422,0.184662,0.129042
sae,vocal_style,melody,4.0915,0.549331,0.196,0.128336
sae,vocal_style,melody,5.4553,0.60389,0.20458,0.131343
sae,vocal_style,melody,6.8192,0.649155,0.215696,0.135996
sae,vocal_style,melody,8.183,0.688612,0.227961,0.139138
sae,vocal_style,melody,9.5468,0.724785,0.239405,0.140095
sae,vocal_style,melody,10.9107,0.755854,0.252953,0.147935
sae,vocal_style,melody,12.2745,0.781523,0.271382,0.156942
sae,vocal_style,melody,13.6383,0.804693,0.280899,0.160547
sae,vocal_style,melody,15.0022,0.821508,0.299563,0.164988
sae,vocal_style,melody,16.366,0.835825,0.30503,0.172602
sae,vocal_style,melody,17.7298,0.849836,0.316546,0.175897
sae,vocal_style,melody,19.0937,0.860314,0.328391,0.179426
sae,vocal_style,melody,20.4575,0.868254,0.339949,0.185631
sae,vocal_style,rhythm,-13.7879,0.444874,0.10946,0.085902
sae,vocal_style,rhythm,-12.8687,0.432669,0.109612,0.091524
sae,vocal_style,rhythm,-11.9495,0.446622,0.116286,0.092019
sae,vocal_style,rhythm,-11.0303,0.402611,0.118728,0.092996
sae,vocal_style,rhythm,-10.1111,0.437601,0.123016,0.09561
sae,vocal_style,rhythm,-9.1919,0.41078,0.125496,0.099079
sae,vocal_style,rhythm,-8.2727,0.39294,0.126998,0.102166
sae,vocal_style,rhythm,-7.3535,0.375793,0.134226,0.105874
sae,vocal_style,rhythm,-6.4344,0.369501,0.13687,0.10311
sae,vocal_style,rhythm,-5.5152,0.348882,0.143854,0.112399
sae,vocal_style,rhythm,-4.596,0.346916,0.149879,0.113158
sae,vocal_style,rhythm,-3.6768,0.291301,0.153004,0.117239
sae,vocal_style,rhythm,-2.7576,0.277788,0.155544,0.117145
sae,vocal_style,rhythm,-1.8384,0.238562,0.156531,0.119207
sae,vocal_style,rhythm,-0.9192,0.202815,0.163019,0.122524
sae,vocal_style,rhythm,0.0,0.0,0.166525,0.122821
sae,vocal_style,rhythm,1.3638,0.231973,0.175596,0.124746
sae,vocal_style,rhythm,2.7277,0.282211,0.184662,0.129042
sae,vocal_style,rhythm,4.0915,0.316479,0.196,0.128336
sae,vocal_style,rhythm,5.4553,0.330282,0.20458,0.131343
sae,vocal_style,rhythm,6.8192,0.386363,0.215696,0.135996
sae,vocal_style,rhythm,8.183,0.406784,0.227961,0.139138
sae,vocal_style,rhythm,9.5468,0.454262,0.239405,0.140095
sae,vocal_style,rhythm,10.9107,0.496795,0.252953,0.147935
sae,vocal_style,rhythm,12.2745,0.489333,0.271382,0.156942
sae,vocal_style,rhythm,13.6383,0.510293,0.280899,0.160547
sae,vocal_style,rhythm,15.0022,0.521145,0.299563,0.164988
sae,vocal_style,rhythm,16.366,0.541324,0.30503,0.172602
sae,vocal_style,rhythm,17.7298,0.548775,0.316546,0.175897
sae,vocal_style,rhythm,19.0937,0.54382,0.328391,0.179426
sae,vocal_style,rhythm,20.4575,0.555371,0.339949,0.185631
sae,vocal_style,ssm,-13.7879,0.591289,0.10946,0.085902
sae,vocal_style,ssm,-12.8687,0.585854,0.109612,0.091524
sae,vocal_style,ssm,-11.9495,0.577172,0.116286,0.092019
sae,vocal_style,ssm,-11.0303,0.561413,0.118728,0.092996
sae,vocal_style,ssm,-10.1111,0.540279,0.123016,0.09561
sae,vocal_style,ssm,-9.1919,0.524248,0.125496,0.099079
sae,vocal_style,ssm,-8.2727,0.511761,0.126998,0.102166
sae,vocal_style,ssm,-7.3535,0.488715,0.134226,0.105874
sae,vocal_style,ssm,-6.4344,0.471269,0.13687,0.10311
sae,vocal_style,ssm,-5.5152,0.456936,0.143854,0.112399
sae,vocal_style,ssm,-4.596,0.435794,0.149879,0.113158
sae,vocal_style,ssm,-3.6768,0.39487,0.153004,0.117239
sae,vocal_style,ssm,-2.7576,0.34802,0.155544,0.117145
sae,vocal_style,ssm,-1.8384,0.30494,0.156531,0.119207
sae,vocal_style,ssm,-0.9192,0.248284,0.163019,0.122524
sae,vocal_style,ssm,0.0,0.0,0.166525,0.122821
sae,vocal_style,ssm,1.3638,0.29724,0.175596,0.124746
sae,vocal_style,ssm,2.7277,0.375689,0.184662,0.129042
sae,vocal_style,ssm,4.0915,0.446678,0.196,0.128336
sae,vocal_style,ssm,5.4553,0.50483,0.20458,0.131343
sae,vocal_style,ssm,6.8192,0.558039,0.215696,0.135996
sae,vocal_style,ssm,8.183,0.590543,0.227961,0.139138
sae,vocal_style,ssm,9.5468,0.638712,0.239405,0.140095
sae,vocal_style,ssm,10.9107,0.683359,0.252953,0.147935
sae,vocal_style,ssm,12.2745,0.711595,0.271382,0.156942
sae,vocal_style,ssm,13.6383,0.736189,0.280899,0.160547
sae,vocal_style,ssm,15.0022,0.756998,0.299563,0.164988
sae,vocal_style,ssm,16.366,0.77706,0.30503,0.172602
sae,vocal_style,ssm,17.7298,0.785581,0.316546,0.175897
sae,vocal_style,ssm,19.0937,0.796976,0.328391,0.179426
sae,vocal_style,ssm,20.4575,0.800597,0.339949,0.185631
pci_all,violin,lpaps,-30.0,3.561332,0.223566,0.173646
pci_all,violin,lpaps,-28.0,3.283002,0.232482,0.178355
pci_all,violin,lpaps,-26.0,3.066309,0.230865,0.179383
pci_all,violin,lpaps,-24.0,2.897752,0.230139,0.174722
pci_all,violin,lpaps,-22.0,2.777292,0.235166,0.173919
pci_all,violin,lpaps,-20.0,2.497154,0.228878,0.175533
pci_all,violin,lpaps,-18.0,2.22596,0.230572,0.176357
pci_all,violin,lpaps,-16.0,2.02784,0.230946,0.176996
pci_all,violin,lpaps,-14.0,1.846364,0.235421,0.17773
pci_all,violin,lpaps,-12.0,1.650319,0.24108,0.179163
pci_all,violin,lpaps,-10.0,1.49327,0.239786,0.180842
pci_all,violin,lpaps,-8.0,1.373678,0.238095,0.180369
pci_all,violin,lpaps,-6.0,1.288084,0.240091,0.181002
pci_all,violin,lpaps,-4.0,1.239945,0.240962,0.181359
pci_all,violin,lpaps,-2.0,1.159944,0.24306,0.18198
pci_all,violin,lpaps,0.0,0.0,0.241725,0.182142
pci_all,violin,lpaps,2.0,1.09661,0.241972,0.180956
pci_all,violin,lpaps,4.0,1.208302,0.243221,0.181441
pci_all,violin,lpaps,6.0,1.264318,0.244089,0.18177
pci_all,violin,lpaps,8.0,1.355161,0.243783,0.182541
pci_all,violin,lpaps,10.0,1.482396,0.24688,0.183914
pci_all,violin,lpaps,12.0,1.669208,0.252361,0.18346
pci_all,violin,lpaps,14.0,1.901179,0.255905,0.185768
pci_all,violin,lpaps,16.0,2.179517,0.260902,0.191517
pci_all,violin,lpaps,18.0,2.417237,0.270647,0.1966
pci_all,violin,lpaps,20.0,2.738532,0.282198,0.201129
pci_all,violin,lpaps,22.0,3.053032,0.299857,0.210599
pci_all,violin,lpaps,24.0,3.390773,0.336046,0.224771
pci_all,violin,lpaps,26.0,3.658154,0.351918,0.230938
pci_all,violin,lpaps,28.0,3.897941,0.370275,0.239285
pci_all,violin,lpaps,30.0,4.08366,0.381316,0.242609
pci_all,violin,harmony,-30.0,0.099697,0.223566,0.173646
pci_all,violin,harmony,-28.0,0.089488,0.232482,0.178355
pci_all,violin,harmony,-26.0,0.081776,0.230865,0.179383
pci_all,violin,harmony,-24.0,0.075197,0.230139,0.174722
pci_all,violin,harmony,-22.0,0.070948,0.235166,0.173919
pci_all,violin,harmony,-20.0,0.060963,0.228878,0.175533
pci_all,violin,harmony,-18.0,0.051956,0.230572,0.176357
pci_all,violin,harmony,-16.0,0.046372,0.230946,0.176996
pci_all,violin,harmony,-14.0,0.041999,0.235421,0.17773
pci_all,violin,harmony,-12.0,0.035662,0.24108,0.179163
pci_all,violin,harmony,-10.0,0.030762,0.239786,0.180842
pci_all,violin,harmony,-8.0,0.028219,0.238095,0.180369
pci_all,violin,harmony,-6.0,0.026641,0.240091,0.181002
pci_all,violin,harmony,-4.0,0.025538,0.240962,0.181359
pci_all,violin,harmony,-2.0,0.022941,0.24306,0.18198
pci_all,violin,harmony,0.0,0.0,0.241725,0.182142
pci_all,violin,harmony,2.0,0.02142,0.241972,0.180956
pci_all,violin,harmony,4.0,0.024327,0.243221,0.181441
pci_all,violin,harmony,6.0,0.025896,0.244089,0.18177
pci_all,violin,harmony,8.0,0.028097,0.243783,0.182541
pci_all,violin,harmony,10.0,0.031316,0.24688,0.183914
pci_all,violin,harmony,12.0,0.036847,0.252361,0.18346
pci_all,violin,harmony,14.0,0.043567,0.255905,0.185768
pci_all,violin,harmony,16.0,0.051664,0.260902,0.191517
pci_all,violin,harmony,18.0,0.060303,0.270647,0.1966
pci_all,violin,harmony,20.0,0.071386,0.282198,0.201129
pci_all,violin,harmony,22.0,0.083979,0.299857,0.210599
pci_all,violin,harmony,24.0,0.097239,0.336046,0.224771
pci_all,violin,harmony,26.0,0.109107,0.351918,0.230938
pci_all,violin,harmony,28.0,0.121065,0.370275,0.239285
pci_all,violin,harmony,30.0,0.131452,0.381316,0.242609
pci_all,violin,melody,-30.0,0.699372,0.223566,0.173646
pci_all,violin,melody,-28.0,0.663252,0.232482,0.178355
pci_all,violin,melody,-26.0,0.631356,0.230865,0.179383
pci_all,violin,melody,-24.0,0.606219,0.230139,0.174722
pci_all,violin,melody,-22.0,0.591721,0.235166,0.173919
pci_all,violin,melody,-20.0,0.554976,0.228878,0.175533
pci_all,violin,melody,-18.0,0.507321,0.230572,0.176357
pci_all,violin,melody,-16.0,0.479622,0.230946,0.176996
pci_all,violin,melody,-14.0,0.449395,0.235421,0.17773
pci_all,violin,melody,-12.0,0.416128,0.24108,0.179163
pci_all,violin,melody,-10.0,0.392838,0.239786,0.180842
pci_all,violin,melody,-8.0,0.373175,0.238095,0.180369
pci_all,violin,melody,-6.0,0.357718,0.240091,0.181002
pci_all,violin,melody,-4.0,0.347258,0.240962,0.181359
pci_all,violin,melody,-2.0,0.341073,0.24306,0.18198
pci_all,violin,melody,0.0,0.0,0.241725,0.182142
pci_all,violin,melody,2.0,0.32994,0.241972,0.180956
pci_all,violin,melody,4.0,0.338938,0.243221,0.181441
pci_all,violin,melody,6.0,0.349992,0.244089,0.18177
pci_all,violin,melody,8.0,0.361992,0.243783,0.182541
pci_all,violin,melody,10.0,0.37823,0.24688,0.183914
pci_all,violin,melody,12.0,0.421339,0.252361,0.18346
pci_all,violin,melody,14.0,0.454679,0.255905,0.185768
pci_all,violin,melody,16.0,0.506959,0.260902,0.191517
pci_all,violin,melody,18.0,0.547267,0.270647,0.1966
pci_all,violin,melody,20.0,0.593592,0.282198,0.201129
pci_all,violin,melody,22.0,0.62435,0.299857,0.210599
pci_all,violin,melody,24.0,0.663148,0.336046,0.224771
pci_all,violin,melody,26.0,0.699463,0.351918,0.230938
pci_all,violin,melody,28.0,0.7191,0.370275,0.239285
pci_all,violin,melody,30.0,0.746831,0.381316,0.242609
pci_all,violin,rhythm,-30.0,0.511972,0.223566,0.173646
pci_all,violin,rhythm,-28.0,0.465066,0.232482,0.178355
pci_all,violin,rhythm,-26.0,0.488512,0.230865,0.179383
pci_all,violin,rhythm,-24.0,0.433243,0.230139,0.174722
pci_all,violin,rhythm,-22.0,0.406984,0.235166,0.173919
pci_all,violin,rhythm,-20.0,0.350204,0.228878,0.175533
pci_all,violin,rhythm,-18.0,0.33159,0.230572,0.176357
pci_all,violin,rhythm,-16.0,0.303105,0.230946,0.176996
pci_all,violin,rhythm,-14.0,0.266027,0.235421,0.17773
pci_all,violin,rhythm,-12.0,0.222514,0.24108,0.179163
pci_all,violin,rhythm,-10.0,0.192461,0.239786,0.180842
pci_all,violin,rhythm,-8.0,0.146587,0.238095,0.180369
pci_all,violin,rhythm,-6.0,0.138256,0.240091,0.181002
pci_all,violin,rhythm,-4.0,0.153628,0.240962,0.181359
pci_all,violin,rhythm,-2.0,0.146737,0.24306,0.18198
pci_all,violin,rhythm,0.0,0.0,0.241725,0.182142
pci_all,violin,rhythm,2.0,0.130788,0.241972,0.180956
pci_all,violin,rhythm,4.0,0.142031,0.243221,0.181441
pci_all,violin,rhythm,6.0,0.143282,0.244089,0.18177
pci_all,violin,rhythm,8.0,0.146431,0.243783,0.182541
pci_all,violin,rhythm,10.0,0.192942,0.24688,0.183914
pci_all,violin,rhythm,12.0,0.259425,0.252361,0.18346
pci_all,violin,rhythm,14.0,0.259348,0.255905,0.185768
pci_all,violin,rhythm,16.0,0.302461,0.260902,0.191517
pci_all,violin,rhythm,18.0,0.358809,0.270647,0.1966
pci_all,violin,rhythm,20.0,0.367147,0.282198,0.201129
pci_all,violin,rhythm,22.0,0.417834,0.299857,0.210599
pci_all,violin,rhythm,24.0,0.450222,0.336046,0.224771
pci_all,violin,rhythm,26.0,0.509207,0.351918,0.230938
pci_all,violin,rhythm,28.0,0.533039,0.370275,0.239285
pci_all,violin,rhythm,30.0,0.55905,0.381316,0.242609
pci_all,violin,ssm,-30.0,0.635683,0.223566,0.173646
pci_all,violin,ssm,-28.0,0.593022,0.232482,0.178355
pci_all,violin,ssm,-26.0,0.555261,0.230865,0.179383
pci_all,violin,ssm,-24.0,0.515481,0.230139,0.174722
pci_all,violin,ssm,-22.0,0.506279,0.235166,0.173919
pci_all,violin,ssm,-20.0,0.451774,0.228878,0.175533
pci_all,violin,ssm,-18.0,0.396038,0.230572,0.176357
pci_all,violin,ssm,-16.0,0.357661,0.230946,0.176996
pci_all,violin,ssm,-14.0,0.322102,0.235421,0.17773
pci_all,violin,ssm,-12.0,0.278772,0.24108,0.179163
pci_all,violin,ssm,-10.0,0.242263,0.239786,0.180842
pci_all,violin,ssm,-8.0,0.228234,0.238095,0.180369
pci_all,violin,ssm,-6.0,0.213131,0.240091,0.181002
pci_all,violin,ssm,-4.0,0.202553,0.240962,0.181359
pci_all,violin,ssm,-2.0,0.18446,0.24306,0.18198
pci_all,violin,ssm,0.0,0.0,0.241725,0.182142
pci_all,violin,ssm,2.0,0.173823,0.241972,0.180956
pci_all,violin,ssm,4.0,0.197573,0.243221,0.181441
pci_all,violin,ssm,6.0,0.204123,0.244089,0.18177
pci_all,violin,ssm,8.0,0.22707,0.243783,0.182541
pci_all,violin,ssm,10.0,0.247731,0.24688,0.183914
pci_all,violin,ssm,12.0,0.286933,0.252361,0.18346
pci_all,violin,ssm,14.0,0.329669,0.255905,0.185768
pci_all,violin,ssm,16.0,0.389751,0.260902,0.191517
pci_all,violin,ssm,18.0,0.429868,0.270647,0.1966
pci_all,violin,ssm,20.0,0.484014,0.282198,0.201129
pci_all,violin,ssm,22.0,0.54004,0.299857,0.210599
pci_all,violin,ssm,24.0,0.588829,0.336046,0.224771
pci_all,violin,ssm,26.0,0.628587,0.351918,0.230938
pci_all,violin,ssm,28.0,0.656901,0.370275,0.239285
pci_all,violin,ssm,30.0,0.688171,0.381316,0.242609
pci_loc,violin,lpaps,-30.0,3.496712,0.226261,0.176218
pci_loc,violin,lpaps,-28.0,3.252787,0.22332,0.177485
pci_loc,violin,lpaps,-26.0,3.07951,0.227021,0.175167
pci_loc,violin,lpaps,-24.0,2.857647,0.233794,0.17225
pci_loc,violin,lpaps,-22.0,2.736178,0.231912,0.172194
pci_loc,violin,lpaps,-20.0,2.614779,0.232229,0.173975
pci_loc,violin,lpaps,-18.0,2.496621,0.230414,0.171872
pci_loc,violin,lpaps,-16.0,2.386094,0.229631,0.1733
pci_loc,violin,lpaps,-14.0,2.318805,0.232211,0.173941
pci_loc,violin,lpaps,-12.0,2.24641,0.237545,0.174915
pci_loc,violin,lpaps,-10.0,2.203111,0.238197,0.176357
pci_loc,violin,lpaps,-8.0,2.186958,0.238946,0.177805
pci_loc,violin,lpaps,-6.0,2.175342,0.238444,0.177157
pci_loc,violin,lpaps,-4.0,2.175288,0.238484,0.177655
pci_loc,violin,lpaps,-2.0,2.170737,0.238294,0.178524
pci_loc,violin,lpaps,0.0,0.0,0.241725,0.182142
pci_loc,violin,lpaps,2.0,2.167881,0.238511,0.177942
pci_loc,violin,lpaps,4.0,2.170128,0.239288,0.178018
pci_loc,violin,lpaps,6.0,2.169357,0.24004,0.177743
pci_loc,violin,lpaps,8.0,2.172811,0.242074,0.179295
pci_loc,violin,lpaps,10.0,2.203357,0.243251,0.179255
pci_loc,violin,lpaps,12.0,2.25475,0.244032,0.18227
pci_loc,violin,lpaps,14.0,2.333492,0.247951,0.18517
pci_loc,violin,lpaps,16.0,2.442446,0.260454,0.189881
pci_loc,violin,lpaps,18.0,2.619699,0.274904,0.19543
pci_loc,violin,lpaps,20.0,2.878448,0.28716,0.200445
pci_loc,violin,lpaps,22.0,3.099122,0.303847,0.207424
pci_loc,violin,lpaps,24.0,3.367354,0.328721,0.221423
pci_loc,violin,lpaps,26.0,3.65043,0.353196,0.231202
pci_loc,violin,lpaps,28.0,3.853212,0.370119,0.239311
pci_loc,violin,lpaps,30.0,4.073068,0.378745,0.240462
pci_loc,violin,harmony,-30.0,0.094344,0.226261,0.176218
pci_loc,violin,harmony,-28.0,0.086704,0.22332,0.177485
pci_loc,violin,harmony,-26.0,0.079533,0.227021,0.175167
pci_loc,violin,harmony,-24.0,0.074343,0.233794,0.17225
pci_loc,violin,harmony,-22.0,0.068853,0.231912,0.172194
pci_loc,violin,harmony,-20.0,0.06358,0.232229,0.173975
pci_loc,violin,harmony,-18.0,0.058933,0.230414,0.171872
pci_loc,violin,harmony,-16.0,0.055825,0.229631,0.1733
pci_loc,violin,harmony,-14.0,0.053475,0.232211,0.173941
pci_loc,violin,harmony,-12.0,0.051776,0.237545,0.174915
pci_loc,violin,harmony,-10.0,0.050394,0.238197,0.176357
pci_loc,violin,harmony,-8.0,0.050457,0.238946,0.177805
pci_loc,violin,harmony,-6.0,0.049769,0.238444,0.177157
pci_loc,violin,harmony,-4.0,0.049688,0.238484,0.177655
pci_loc,violin,harmony,-2.0,0.049184,0.238294,0.178524
pci_loc,violin,harmony,0.0,0.0,0.241725,0.182142
pci_loc,violin,harmony,2.0,0.049281,0.238511,0.177942
pci_loc,violin,harmony,4.0,0.049706,0.239288,0.178018
pci_loc,violin,harmony,6.0,0.049963,0.24004,0.177743
pci_loc,violin,harmony,8.0,0.049904,0.242074,0.179295
pci_loc,violin,harmony,10.0,0.050781,0.243251,0.179255
pci_loc,violin,harmony,12.0,0.052567,0.244032,0.18227
pci_loc,violin,harmony,14.0,0.055771,0.247951,0.18517
pci_loc,violin,harmony,16.0,0.059772,0.260454,0.189881
pci_loc,violin,harmony,18.0,0.065878,0.274904,0.19543
pci_loc,violin,harmony,20.0,0.075353,0.28716,0.200445
pci_loc,violin,harmony,22.0,0.085393,0.303847,0.207424
pci_loc,violin,harmony,24.0,0.095928,0.328721,0.221423
pci_loc,violin,harmony,26.0,0.108296,0.353196,0.231202
pci_loc,violin,harmony,28.0,0.119786,0.370119,0.239311
pci_loc,violin,harmony,30.0,0.1323,0.378745,0.240462
pci_loc,violin,melody,-30.0,0.692818,0.226261,0.176218
pci_loc,violin,melody,-28.0,0.667391,0.22332,0.177485
pci_loc,violin,melody,-26.0,0.638591,0.227021,0.175167
pci_loc,violin,melody,-24.0,0.607093,0.233794,0.17225
pci_loc,violin,melody,-22.0,0.588817,0.231912,0.172194
pci_loc,violin,melody,-20.0,0.57335,0.232229,0.173975
pci_loc,violin,melody,-18.0,0.553688,0.230414,0.171872
pci_loc,violin,melody,-16.0,0.547863,0.229631,0.1733
pci_loc,violin,melody,-14.0,0.534018,0.232211,0.173941
pci_loc,violin,melody,-12.0,0.523535,0.237545,0.174915
pci_loc,violin,melody,-10.0,0.51589,0.238197,0.176357
pci_loc,violin,melody,-8.0,0.516719,0.238946,0.177805
pci_loc,violin,melody,-6.0,0.512279,0.238444,0.177157
pci_loc,violin,melody,-4.0,0.513865,0.238484,0.177655
pci_loc,violin,melody,-2.0,0.513545,0.238294,0.178524
pci_loc,violin,melody,0.0,0.0,0.241725,0.182142
pci_loc,violin,melody,2.0,0.510373,0.238511,0.177942
pci_loc,violin,melody,4.0,0.512523,0.239288,0.178018
pci_loc,violin,melody,6.0,0.51299,0.24004,0.177743
pci_loc,violin,melody,8.0,0.510837,0.242074,0.179295
pci_loc,violin,melody,10.0,0.511091,0.243251,0.179255
pci_loc,violin,melody,12.0,0.525877,0.244032,0.18227
pci_loc,violin,melody,14.0,0.542075,0.247951,0.18517
pci_loc,violin,melody,16.0,0.563476,0.260454,0.189881
pci_loc,violin,melody,18.0,0.582148,0.274904,0.19543
pci_loc,violin,melody,20.0,0.616073,0.28716,0.200445
pci_loc,violin,melody,22.0,0.639588,0.303847,0.207424
pci_loc,violin,melody,24.0,0.661883,0.328721,0.221423
pci_loc,violin,melody,26.0,0.703931,0.353196,0.231202
pci_loc,violin,melody,28.0,0.723405,0.370119,0.239311
pci_loc,violin,melody,30.0,0.749982,0.378745,0.240462
pci_loc,violin,rhythm,-30.0,0.491892,0.226261,0.176218
pci_loc,violin,rhythm,-28.0,0.454378,0.22332,0.177485
pci_loc,violin,rhythm,-26.0,0.459453,0.227021,0.175167
pci_loc,violin,rhythm,-24.0,0.422846,0.233794,0.17225
pci_loc,violin,rhythm,-22.0,0.40733,0.231912,0.172194
pci_loc,violin,rhythm,-20.0,0.421876,0.232229,0.173975
pci_loc,violin,rhythm,-18.0,0.35968,0.230414,0.171872
pci_loc,violin,rhythm,-16.0,0.362299,0.229631,0.1733
pci_loc,violin,rhythm,-14.0,0.356653,0.232211,0.173941
pci_loc,violin,rhythm,-12.0,0.350576,0.237545,0.174915
pci_loc,violin,rhythm,-10.0,0.355749,0.238197,0.176357
pci_loc,violin,rhythm,-8.0,0.335235,0.238946,0.177805
pci_loc,violin,rhythm,-6.0,0.323865,0.238444,0.177157
pci_loc,violin,rhythm,-4.0,0.32753,0.238484,0.177655
pci_loc,violin,rhythm,-2.0,0.337184,0.238294,0.178524
pci_loc,violin,rhythm,0.0,0.0,0.241725,0.182142
pci_loc,violin,rhythm,2.0,0.334605,0.238511,0.177942
pci_loc,violin,rhythm,4.0,0.345368,0.239288,0.178018
pci_loc,violin,rhythm,6.0,0.337823,0.24004,0.177743
pci_loc,violin,rhythm,8.0,0.332935,0.242074,0.179295
pci_loc,violin,rhythm,10.0,0.348374,0.243251,0.179255
pci_loc,violin,rhythm,12.0,0.335573,0.244032,0.18227
pci_loc,violin,rhythm,14.0,0.356563,0.247951,0.18517
pci_loc,violin,rhythm,16.0,0.367992,0.260454,0.189881
pci_loc,violin,rhythm,18.0,0.384655,0.274904,0.19543
pci_loc,violin,rhythm,20.0,0.420972,0.28716,0.200445
pci_loc,violin,rhythm,22.0,0.44517,0.303847,0.207424
pci_loc,violin,rhythm,24.0,0.49107,0.328721,0.221423
pci_loc,violin,rhythm,26.0,0.513484,0.353196,0.231202
pci_loc,violin,rhythm,28.0,0.511169,0.370119,0.239311
pci_loc,violin,rhythm,30.0,0.533517,0.378745,0.240462
pci_loc,violin,ssm,-30.0,0.623732,0.226261,0.176218
pci_loc,violin,ssm,-28.0,0.580402,0.22332,0.177485
pci_loc,violin,ssm,-26.0,0.54717,0.227021,0.175167
pci_loc,violin,ssm,-24.0,0.514375,0.233794,0.17225
pci_loc,violin,ssm,-22.0,0.482927,0.231912,0.172194
pci_loc,violin,ssm,-20.0,0.466187,0.232229,0.173975
pci_loc,violin,ssm,-18.0,0.44494,0.230414,0.171872
pci_loc,violin,ssm,-16.0,0.425178,0.229631,0.1733
pci_loc,violin,ssm,-14.0,0.409658,0.232211,0.173941
pci_loc,violin,ssm,-12.0,0.406897,0.237545,0.174915
pci_loc,violin,ssm,-10.0,0.399559,0.238197,0.176357
pci_loc,violin,ssm,-8.0,0.398594,0.238946,0.177805
pci_loc,violin,ssm,-6.0,0.395073,0.238444,0.177157
pci_loc,violin,ssm,-4.0,0.393281,0.238484,0.177655
pci_loc,violin,ssm,-2.0,0.393093,0.238294,0.178524
pci_loc,violin,ssm,0.0,0.0,0.241725,0.182142
pci_loc,violin,ssm,2.0,0.387022,0.238511,0.177942
pci_loc,violin,ssm,4.0,0.392881,0.239288,0.178018
pci_loc,violin,ssm,6.0,0.392221,0.24004,0.177743
pci_loc,violin,ssm,8.0,0.393223,0.242074,0.179295
pci_loc,violin,ssm,10.0,0.399925,0.243251,0.179255
pci_loc,violin,ssm,12.0,0.402784,0.244032,0.18227
pci_loc,violin,ssm,14.0,0.427536,0.247951,0.18517
pci_loc,violin,ssm,16.0,0.443485,0.260454,0.189881
pci_loc,violin,ssm,18.0,0.4722,0.274904,0.19543
pci_loc,violin,ssm,20.0,0.510159,0.28716,0.200445
pci_loc,violin,ssm,22.0,0.547491,0.303847,0.207424
pci_loc,violin,ssm,24.0,0.580476,0.328721,0.221423
pci_loc,violin,ssm,26.0,0.621743,0.353196,0.231202
pci_loc,violin,ssm,28.0,0.645459,0.370119,0.239311
pci_loc,violin,ssm,30.0,0.691759,0.378745,0.240462
textemb_all,violin,lpaps,-0.1125,3.614203,0.261049,0.161362
textemb_all,violin,lpaps,-0.105,3.485153,0.263508,0.162438
textemb_all,violin,lpaps,-0.0975,3.395276,0.258429,0.166355
textemb_all,violin,lpaps,-0.09,3.284606,0.254338,0.171048
textemb_all,violin,lpaps,-0.0825,3.182238,0.252248,0.173493
textemb_all,violin,lpaps,-0.075,3.024243,0.252281,0.177293
