model,metric,concept,block,attn,impact
audioldm2,clap_1_mean,jazz,down3tf1,0,0.0
audioldm2,clap_1_mean,jazz,down3tf1,1,0.0
audioldm2,clap_1_mean,jazz,down3tf2,0,0.0
audioldm2,clap_1_mean,jazz,down3tf2,1,0.0
audioldm2,clap_1_mean,jazz,down3tf5,0,0.0
audioldm2,clap_1_mean,jazz,down3tf5,1,0.0
audioldm2,clap_1_mean,jazz,down3tf6,0,0.0
audioldm2,clap_1_mean,jazz,down3tf6,1,0.0
audioldm2,clap_1_mean,jazz,midtf1,0,0.0
audioldm2,clap_1_mean,jazz,midtf1,1,0.0
audioldm2,clap_1_mean,jazz,midtf2,0,0.0
audioldm2,clap_1_mean,jazz,midtf2,1,0.0
audioldm2,clap_1_mean,jazz,up0tf1,0,0.0
audioldm2,clap_1_mean,jazz,up0tf1,1,0.0
audioldm2,clap_1_mean,jazz,up0tf2,0,0.0
audioldm2,clap_1_mean,jazz,up0tf2,1,0.0
audioldm2,clap_1_mean,jazz,up0tf5,0,0.0
audioldm2,clap_1_mean,jazz,up0tf5,1,0.0
audioldm2,clap_1_mean,jazz,up0tf6,0,0.0
audioldm2,clap_1_mean,jazz,up0tf6,1,0.0
audioldm2,clap_1_mean,jazz,up0tf9,0,0.0
audioldm2,clap_1_mean,jazz,up0tf9,1,0.0
audioldm2,clap_1_mean,jazz,up0tf10,0,0.0
audioldm2,clap_1_mean,jazz,up0tf10,1,0.0
audioldm2,clap_1_mean,jazz,up1tf1,0,0.011905
audioldm2,clap_1_mean,jazz,up1tf1,1,0.011905
audioldm2,clap_1_mean,jazz,up1tf2,0,0.071429
audioldm2,clap_1_mean,jazz,up1tf2,1,0.071429
audioldm2,clap_1_mean,jazz,up1tf5,0,0.345238
audioldm2,clap_1_mean,jazz,up1tf5,1,0.107143
audioldm2,clap_1_mean,jazz,up1tf6,0,0.071429
audioldm2,clap_1_mean,jazz,up1tf6,1,0.071429
audioldm2,clap_1_mean,jazz,up1tf9,0,0.095238
audioldm2,clap_1_mean,jazz,up1tf9,1,0.095238
audioldm2,clap_1_mean,jazz,up1tf10,0,0.238095
audioldm2,clap_1_mean,jazz,up1tf10,1,0.0
audioldm2,clap_1_mean,jazz,up2tf1,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf1,1,0.047619
audioldm2,clap_1_mean,jazz,up2tf2,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf2,1,0.047619
audioldm2,clap_1_mean,jazz,up2tf5,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf5,1,0.047619
audioldm2,clap_1_mean,jazz,up2tf6,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf6,1,0.047619
audioldm2,clap_1_mean,jazz,up2tf9,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf9,1,0.047619
audioldm2,clap_1_mean,jazz,up2tf10,0,0.047619
audioldm2,clap_1_mean,jazz,up2tf10,1,0.047619
audioldm2,clap_1_mean,male,down1tf1,0,0.023256
audioldm2,clap_1_mean,male,down1tf1,1,0.023256
audioldm2,clap_1_mean,male,down1tf2,0,0.023256
audioldm2,clap_1_mean,male,down1tf2,1,0.023256
audioldm2,clap_1_mean,male,down1tf5,0,0.023256
audioldm2,clap_1_mean,male,down1tf5,1,0.023256
audioldm2,clap_1_mean,male,down1tf6,0,0.023256
audioldm2,clap_1_mean,male,down1tf6,1,0.023256
audioldm2,clap_1_mean,male,down2tf1,0,0.0
audioldm2,clap_1_mean,male,down2tf1,1,0.0
audioldm2,clap_1_mean,male,down2tf2,0,0.0
audioldm2,clap_1_mean,male,down2tf2,1,0.0
audioldm2,clap_1_mean,male,down2tf5,0,0.0
audioldm2,clap_1_mean,male,down2tf5,1,0.0
audioldm2,clap_1_mean,male,down2tf6,0,0.0
audioldm2,clap_1_mean,male,down2tf6,1,0.0
audioldm2,clap_1_mean,male,down3tf1,0,0.0
audioldm2,clap_1_mean,male,down3tf1,1,0.0
audioldm2,clap_1_mean,male,down3tf2,0,0.0
audioldm2,clap_1_mean,male,down3tf2,1,0.0
audioldm2,clap_1_mean,male,down3tf5,0,0.0
audioldm2,clap_1_mean,male,down3tf5,1,0.0
audioldm2,clap_1_mean,male,down3tf6,0,0.0
audioldm2,clap_1_mean,male,down3tf6,1,0.0
audioldm2,clap_1_mean,male,midtf1,0,0.0
audioldm2,clap_1_mean,male,midtf1,1,0.0
audioldm2,clap_1_mean,male,midtf2,0,0.0
audioldm2,clap_1_mean,male,midtf2,1,0.0
audioldm2,clap_1_mean,male,up0tf1,0,0.0
audioldm2,clap_1_mean,male,up0tf1,1,0.0
audioldm2,clap_1_mean,male,up0tf2,0,0.0
audioldm2,clap_1_mean,male,up0tf2,1,0.0
audioldm2,clap_1_mean,male,up0tf5,0,0.0
audioldm2,clap_1_mean,male,up0tf5,1,0.0
audioldm2,clap_1_mean,male,up0tf6,0,0.0
audioldm2,clap_1_mean,male,up0tf6,1,0.0
audioldm2,clap_1_mean,male,up0tf9,0,0.0
audioldm2,clap_1_mean,male,up0tf9,1,0.0
audioldm2,clap_1_mean,male,up0tf10,0,0.0
audioldm2,clap_1_mean,male,up0tf10,1,0.0
audioldm2,clap_1_mean,male,up1tf1,0,0.023256
audioldm2,clap_1_mean,male,up1tf1,1,0.023256
audioldm2,clap_1_mean,male,up1tf2,0,0.023256
audioldm2,clap_1_mean,male,up1tf2,1,0.023256
audioldm2,clap_1_mean,male,up1tf5,0,0.093023
audioldm2,clap_1_mean,male,up1tf5,1,0.069767
audioldm2,clap_1_mean,male,up1tf6,0,0.023256
audioldm2,clap_1_mean,male,up1tf6,1,0.023256
audioldm2,clap_1_mean,male,up1tf9,0,0.023256
audioldm2,clap_1_mean,male,up1tf9,1,0.023256
audioldm2,clap_1_mean,male,up1tf10,0,0.72093
audioldm2,clap_1_mean,male,up1tf10,1,0.0
audioldm2,clap_1_mean,male,up2tf1,0,0.0
audioldm2,clap_1_mean,male,up2tf1,1,0.0
audioldm2,clap_1_mean,male,up2tf2,0,0.0
audioldm2,clap_1_mean,male,up2tf2,1,0.0
audioldm2,clap_1_mean,male,up2tf5,0,0.0
audioldm2,clap_1_mean,male,up2tf5,1,0.0
audioldm2,clap_1_mean,male,up2tf6,0,0.0
audioldm2,clap_1_mean,male,up2tf6,1,0.0
audioldm2,clap_1_mean,male,up2tf9,0,0.0
audioldm2,clap_1_mean,male,up2tf9,1,0.0
audioldm2,clap_1_mean,male,up2tf10,0,0.0
audioldm2,clap_1_mean,male,up2tf10,1,0.0
audioldm2,clap_1_mean,maracas,down1tf1,0,0.0
audioldm2,clap_1_mean,maracas,down1tf1,1,0.0
audioldm2,clap_1_mean,maracas,down1tf2,0,0.0
audioldm2,clap_1_mean,maracas,down1tf2,1,0.0
audioldm2,clap_1_mean,maracas,down1tf5,0,0.0
audioldm2,clap_1_mean,maracas,down1tf5,1,0.0
audioldm2,clap_1_mean,maracas,down1tf6,0,0.0
audioldm2,clap_1_mean,maracas,down1tf6,1,0.0
audioldm2,clap_1_mean,maracas,down2tf1,0,0.0
audioldm2,clap_1_mean,maracas,down2tf1,1,0.0
audioldm2,clap_1_mean,maracas,down2tf2,0,0.0
audioldm2,clap_1_mean,maracas,down2tf2,1,0.0
audioldm2,clap_1_mean,maracas,down2tf5,0,0.0
audioldm2,clap_1_mean,maracas,down2tf5,1,0.0
audioldm2,clap_1_mean,maracas,down2tf6,0,0.0
audioldm2,clap_1_mean,maracas,down2tf6,1,0.0
audioldm2,clap_1_mean,maracas,down3tf1,0,0.0
audioldm2,clap_1_mean,maracas,down3tf1,1,0.0
audioldm2,clap_1_mean,maracas,down3tf2,0,0.0
audioldm2,clap_1_mean,maracas,down3tf2,1,0.0
audioldm2,clap_1_mean,maracas,down3tf5,0,0.0
audioldm2,clap_1_mean,maracas,down3tf5,1,0.0
audioldm2,clap_1_mean,maracas,down3tf6,0,0.0
audioldm2,clap_1_mean,maracas,down3tf6,1,0.0
audioldm2,clap_1_mean,maracas,midtf1,0,0.0
audioldm2,clap_1_mean,maracas,midtf1,1,0.0
audioldm2,clap_1_mean,maracas,midtf2,0,0.0
audioldm2,clap_1_mean,maracas,midtf2,1,0.0
audioldm2,clap_1_mean,maracas,up0tf1,0,0.0
audioldm2,clap_1_mean,maracas,up0tf1,1,0.0
audioldm2,clap_1_mean,maracas,up0tf2,0,0.0
audioldm2,clap_1_mean,maracas,up0tf2,1,0.0
audioldm2,clap_1_mean,maracas,up0tf5,0,0.0
audioldm2,clap_1_mean,maracas,up0tf5,1,0.0
audioldm2,clap_1_mean,maracas,up0tf6,0,0.0
audioldm2,clap_1_mean,maracas,up0tf6,1,0.0
audioldm2,clap_1_mean,maracas,up0tf9,0,0.0
audioldm2,clap_1_mean,maracas,up0tf9,1,0.0
audioldm2,clap_1_mean,maracas,up0tf10,0,0.0
audioldm2,clap_1_mean,maracas,up0tf10,1,0.0
audioldm2,clap_1_mean,maracas,up1tf1,0,0.0
audioldm2,clap_1_mean,maracas,up1tf1,1,0.0
audioldm2,clap_1_mean,maracas,up1tf2,0,0.017241
audioldm2,clap_1_mean,maracas,up1tf2,1,0.017241
audioldm2,clap_1_mean,maracas,up1tf5,0,0.362069
audioldm2,clap_1_mean,maracas,up1tf5,1,0.103448
audioldm2,clap_1_mean,maracas,up1tf6,0,0.034483
audioldm2,clap_1_mean,maracas,up1tf6,1,0.034483
audioldm2,clap_1_mean,maracas,up1tf9,0,0.172414
audioldm2,clap_1_mean,maracas,up1tf9,1,0.137931
audioldm2,clap_1_mean,maracas,up1tf10,0,0.051724
audioldm2,clap_1_mean,maracas,up1tf10,1,0.051724
audioldm2,clap_1_mean,maracas,up2tf1,0,0.0
audioldm2,clap_1_mean,maracas,up2tf1,1,0.0
audioldm2,clap_1_mean,maracas,up2tf2,0,0.0
audioldm2,clap_1_mean,maracas,up2tf2,1,0.0
audioldm2,clap_1_mean,maracas,up2tf5,0,0.0
audioldm2,clap_1_mean,maracas,up2tf5,1,0.0
audioldm2,clap_1_mean,maracas,up2tf6,0,0.0
audioldm2,clap_1_mean,maracas,up2tf6,1,0.0
audioldm2,clap_1_mean,maracas,up2tf9,0,0.0
audioldm2,clap_1_mean,maracas,up2tf9,1,0.0
audioldm2,clap_1_mean,maracas,up2tf10,0,0.0
audioldm2,clap_1_mean,maracas,up2tf10,1,0.0
audioldm2,clap_1_mean,reggae,down1tf1,0,0.0
audioldm2,clap_1_mean,reggae,down1tf1,1,0.0
audioldm2,clap_1_mean,reggae,down1tf2,0,0.0
audioldm2,clap_1_mean,reggae,down1tf2,1,0.0
audioldm2,clap_1_mean,reggae,down1tf5,0,0.0
audioldm2,clap_1_mean,reggae,down1tf5,1,0.0
audioldm2,clap_1_mean,reggae,down1tf6,0,0.0
audioldm2,clap_1_mean,reggae,down1tf6,1,0.0
audioldm2,clap_1_mean,reggae,down2tf1,0,0.0
audioldm2,clap_1_mean,reggae,down2tf1,1,0.0
audioldm2,clap_1_mean,reggae,down2tf2,0,0.0
audioldm2,clap_1_mean,reggae,down2tf2,1,0.0
audioldm2,clap_1_mean,reggae,down2tf5,0,0.0
audioldm2,clap_1_mean,reggae,down2tf5,1,0.0
audioldm2,clap_1_mean,reggae,down2tf6,0,0.0
audioldm2,clap_1_mean,reggae,down2tf6,1,0.0
audioldm2,clap_1_mean,reggae,down3tf1,0,0.0
audioldm2,clap_1_mean,reggae,down3tf1,1,0.0
audioldm2,clap_1_mean,reggae,down3tf2,0,0.0
audioldm2,clap_1_mean,reggae,down3tf2,1,0.0
audioldm2,clap_1_mean,reggae,down3tf5,0,0.0
audioldm2,clap_1_mean,reggae,down3tf5,1,0.0
audioldm2,clap_1_mean,reggae,down3tf6,0,0.0
audioldm2,clap_1_mean,reggae,down3tf6,1,0.0
audioldm2,clap_1_mean,reggae,midtf1,0,0.0
audioldm2,clap_1_mean,reggae,midtf1,1,0.0
audioldm2,clap_1_mean,reggae,midtf2,0,0.0
audioldm2,clap_1_mean,reggae,midtf2,1,0.0
audioldm2,clap_1_mean,reggae,up0tf1,0,0.0
audioldm2,clap_1_mean,reggae,up0tf1,1,0.0
audioldm2,clap_1_mean,reggae,up0tf2,0,0.0
audioldm2,clap_1_mean,reggae,up0tf2,1,0.0
audioldm2,clap_1_mean,reggae,up0tf5,0,0.0
audioldm2,clap_1_mean,reggae,up0tf5,1,0.0
audioldm2,clap_1_mean,reggae,up0tf6,0,0.0
audioldm2,clap_1_mean,reggae,up0tf6,1,0.0
audioldm2,clap_1_mean,reggae,up0tf9,0,0.0
audioldm2,clap_1_mean,reggae,up0tf9,1,0.0
audioldm2,clap_1_mean,reggae,up0tf10,0,0.0
audioldm2,clap_1_mean,reggae,up0tf10,1,0.0
audioldm2,clap_1_mean,reggae,up1tf1,0,0.004202
audioldm2,clap_1_mean,reggae,up1tf1,1,0.004202
audioldm2,clap_1_mean,reggae,up1tf2,0,0.079832
audioldm2,clap_1_mean,reggae,up1tf2,1,0.0
audioldm2,clap_1_mean,reggae,up1tf5,0,0.277311
audioldm2,clap_1_mean,reggae,up1tf5,1,0.088235
audioldm2,clap_1_mean,reggae,up1tf6,0,0.004202
audioldm2,clap_1_mean,reggae,up1tf6,1,0.004202
audioldm2,clap_1_mean,reggae,up1tf9,0,0.046218
audioldm2,clap_1_mean,reggae,up1tf9,1,0.021008
audioldm2,clap_1_mean,reggae,up1tf10,0,0.105042
audioldm2,clap_1_mean,reggae,up1tf10,1,0.0
audioldm2,clap_1_mean,reggae,up2tf1,0,0.0
audioldm2,clap_1_mean,reggae,up2tf1,1,0.0
audioldm2,clap_1_mean,reggae,up2tf2,0,0.0
audioldm2,clap_1_mean,reggae,up2tf2,1,0.0
audioldm2,clap_1_mean,reggae,up2tf5,0,0.0
audioldm2,clap_1_mean,reggae,up2tf5,1,0.0
audioldm2,clap_1_mean,reggae,up2tf6,0,0.0
audioldm2,clap_1_mean,reggae,up2tf6,1,0.0
audioldm2,clap_1_mean,reggae,up2tf9,0,0.0
audioldm2,clap_1_mean,reggae,up2tf9,1,0.0
audioldm2,clap_1_mean,reggae,up2tf10,0,0.0
audioldm2,clap_1_mean,reggae,up2tf10,1,0.0
audioldm2,clap_2_mean,sad,down1tf1,0,0.0
audioldm2,clap_2_mean,sad,down1tf1,1,0.0
audioldm2,clap_2_mean,sad,down1tf2,0,0.0
audioldm2,clap_2_mean,sad,down1tf2,1,0.0
audioldm2,clap_2_mean,sad,down1tf5,0,0.0
audioldm2,clap_2_mean,sad,down1tf5,1,0.0
audioldm2,clap_2_mean,sad,down1tf6,0,0.0
audioldm2,clap_2_mean,sad,down1tf6,1,0.0
audioldm2,clap_2_mean,sad,down2tf1,0,0.0
audioldm2,clap_2_mean,sad,down2tf1,1,0.0
audioldm2,clap_2_mean,sad,down2tf2,0,0.0
audioldm2,clap_2_mean,sad,down2tf2,1,0.0
audioldm2,clap_2_mean,sad,down2tf5,0,0.0
audioldm2,clap_2_mean,sad,down2tf5,1,0.0
audioldm2,clap_2_mean,sad,down2tf6,0,0.0
audioldm2,clap_2_mean,sad,down2tf6,1,0.0
audioldm2,clap_2_mean,sad,down3tf1,0,0.0
audioldm2,clap_2_mean,sad,down3tf1,1,0.0
audioldm2,clap_2_mean,sad,down3tf2,0,0.0
audioldm2,clap_2_mean,sad,down3tf2,1,0.0
audioldm2,clap_2_mean,sad,down3tf5,0,0.0
audioldm2,clap_2_mean,sad,down3tf5,1,0.0
audioldm2,clap_2_mean,sad,down3tf6,0,0.0
audioldm2,clap_2_mean,sad,down3tf6,1,0.0
audioldm2,clap_2_mean,sad,midtf1,0,0.0
audioldm2,clap_2_mean,sad,midtf1,1,0.0
audioldm2,clap_2_mean,sad,midtf2,0,0.0
audioldm2,clap_2_mean,sad,midtf2,1,0.0
audioldm2,clap_2_mean,sad,up0tf1,0,0.0
audioldm2,clap_2_mean,sad,up0tf1,1,0.0
audioldm2,clap_2_mean,sad,up0tf2,0,0.0
audioldm2,clap_2_mean,sad,up0tf2,1,0.0
audioldm2,clap_2_mean,sad,up0tf5,0,0.0
audioldm2,clap_2_mean,sad,up0tf5,1,0.0
audioldm2,clap_2_mean,sad,up0tf6,0,0.0
audioldm2,clap_2_mean,sad,up0tf6,1,0.0
audioldm2,clap_2_mean,sad,up0tf9,0,0.0
audioldm2,clap_2_mean,sad,up0tf9,1,0.0
audioldm2,clap_2_mean,sad,up0tf10,0,0.0
audioldm2,clap_2_mean,sad,up0tf10,1,0.0
audioldm2,clap_2_mean,sad,up1tf1,0,0.0
audioldm2,clap_2_mean,sad,up1tf1,1,0.0
audioldm2,clap_2_mean,sad,up1tf2,0,0.065217
audioldm2,clap_2_mean,sad,up1tf2,1,0.065217
audioldm2,clap_2_mean,sad,up1tf5,0,0.478261
audioldm2,clap_2_mean,sad,up1tf5,1,0.217391
audioldm2,clap_2_mean,sad,up1tf6,0,0.173913
audioldm2,clap_2_mean,sad,up1tf6,1,0.173913
audioldm2,clap_2_mean,sad,up1tf9,0,0.108696
audioldm2,clap_2_mean,sad,up1tf9,1,0.108696
audioldm2,clap_2_mean,sad,up1tf10,0,0.130435
audioldm2,clap_2_mean,sad,up1tf10,1,0.0
audioldm2,clap_2_mean,sad,up2tf1,0,0.0
audioldm2,clap_2_mean,sad,up2tf1,1,0.0
audioldm2,clap_2_mean,sad,up2tf2,0,0.0
audioldm2,clap_2_mean,sad,up2tf2,1,0.0
audioldm2,clap_2_mean,sad,up2tf5,0,0.0
audioldm2,clap_2_mean,sad,up2tf5,1,0.0
audioldm2,clap_2_mean,sad,up2tf6,0,0.0
audioldm2,clap_2_mean,sad,up2tf6,1,0.0
audioldm2,clap_2_mean,sad,up2tf9,0,0.0
audioldm2,clap_2_mean,sad,up2tf9,1,0.0
audioldm2,clap_2_mean,sad,up2tf10,0,0.0
audioldm2,clap_2_mean,sad,up2tf10,1,0.0
audioldm2,clap_1_mean,slow,down1tf1,0,0.0
audioldm2,clap_1_mean,slow,down1tf1,1,0.0
audioldm2,clap_1_mean,slow,down1tf2,0,0.0
audioldm2,clap_1_mean,slow,down1tf2,1,0.0
audioldm2,clap_1_mean,slow,down1tf5,0,0.0
audioldm2,clap_1_mean,slow,down1tf5,1,0.0
audioldm2,clap_1_mean,slow,down1tf6,0,0.0
audioldm2,clap_1_mean,slow,down1tf6,1,0.0
audioldm2,clap_1_mean,slow,down2tf1,0,0.0
audioldm2,clap_1_mean,slow,down2tf1,1,0.0
audioldm2,clap_1_mean,slow,down2tf2,0,0.0
audioldm2,clap_1_mean,slow,down2tf2,1,0.0
audioldm2,clap_1_mean,slow,down2tf5,0,0.0
audioldm2,clap_1_mean,slow,down2tf5,1,0.0
audioldm2,clap_1_mean,slow,down2tf6,0,0.0
audioldm2,clap_1_mean,slow,down2tf6,1,0.0
audioldm2,clap_1_mean,slow,down3tf1,0,0.0
audioldm2,clap_1_mean,slow,down3tf1,1,0.0
audioldm2,clap_1_mean,slow,down3tf2,0,0.0
audioldm2,clap_1_mean,slow,down3tf2,1,0.0
audioldm2,clap_1_mean,slow,down3tf5,0,0.0
audioldm2,clap_1_mean,slow,down3tf5,1,0.0
audioldm2,clap_1_mean,slow,down3tf6,0,0.0
audioldm2,clap_1_mean,slow,down3tf6,1,0.0
audioldm2,clap_1_mean,slow,midtf1,0,0.0
audioldm2,clap_1_mean,slow,midtf1,1,0.0
audioldm2,clap_1_mean,slow,midtf2,0,0.0
audioldm2,clap_1_mean,slow,midtf2,1,0.0
audioldm2,clap_1_mean,slow,up0tf1,0,0.0
audioldm2,clap_1_mean,slow,up0tf1,1,0.0
audioldm2,clap_1_mean,slow,up0tf2,0,0.0
audioldm2,clap_1_mean,slow,up0tf2,1,0.0
audioldm2,clap_1_mean,slow,up0tf5,0,0.0
audioldm2,clap_1_mean,slow,up0tf5,1,0.0
audioldm2,clap_1_mean,slow,up0tf6,0,0.0
audioldm2,clap_1_mean,slow,up0tf6,1,0.0
audioldm2,clap_1_mean,slow,up0tf9,0,0.0
audioldm2,clap_1_mean,slow,up0tf9,1,0.0
audioldm2,clap_1_mean,slow,up0tf10,0,0.0
audioldm2,clap_1_mean,slow,up0tf10,1,0.0
audioldm2,clap_1_mean,slow,up1tf1,0,0.0
audioldm2,clap_1_mean,slow,up1tf1,1,0.0
audioldm2,clap_1_mean,slow,up1tf2,0,0.046512
audioldm2,clap_1_mean,slow,up1tf2,1,0.046512
audioldm2,clap_1_mean,slow,up1tf5,0,0.651163
audioldm2,clap_1_mean,slow,up1tf5,1,0.651163
audioldm2,clap_1_mean,slow,up1tf6,0,0.046512
audioldm2,clap_1_mean,slow,up1tf6,1,0.046512
audioldm2,clap_1_mean,slow,up1tf9,0,0.139535
audioldm2,clap_1_mean,slow,up1tf9,1,0.139535
audioldm2,clap_1_mean,slow,up1tf10,0,0.093023
audioldm2,clap_1_mean,slow,up1tf10,1,0.093023
audioldm2,clap_1_mean,slow,up2tf1,0,0.0
audioldm2,clap_1_mean,slow,up2tf1,1,0.0
audioldm2,clap_1_mean,slow,up2tf2,0,0.0
audioldm2,clap_1_mean,slow,up2tf2,1,0.0
audioldm2,clap_1_mean,slow,up2tf5,0,0.0
audioldm2,clap_1_mean,slow,up2tf5,1,0.0
audioldm2,clap_1_mean,slow,up2tf6,0,0.0
audioldm2,clap_1_mean,slow,up2tf6,1,0.0
audioldm2,clap_1_mean,slow,up2tf9,0,0.0
audioldm2,clap_1_mean,slow,up2tf9,1,0.0
audioldm2,clap_1_mean,slow,up2tf10,0,0.0
audioldm2,clap_1_mean,slow,up2tf10,1,0.0
audioldm2,clap_1_mean,trumpet,down1tf1,0,0.0
audioldm2,clap_1_mean,trumpet,down1tf1,1,0.0
audioldm2,clap_1_mean,trumpet,down1tf2,0,0.0
audioldm2,clap_1_mean,trumpet,down1tf2,1,0.0
audioldm2,clap_1_mean,trumpet,down1tf5,0,0.0
audioldm2,clap_1_mean,trumpet,down1tf5,1,0.0
audioldm2,clap_1_mean,trumpet,down1tf6,0,0.0
audioldm2,clap_1_mean,trumpet,down1tf6,1,0.0
audioldm2,clap_1_mean,trumpet,down2tf1,0,0.0
audioldm2,clap_1_mean,trumpet,down2tf1,1,0.0
audioldm2,clap_1_mean,trumpet,down2tf2,0,0.0
audioldm2,clap_1_mean,trumpet,down2tf2,1,0.0
audioldm2,clap_1_mean,trumpet,down2tf5,0,0.0
audioldm2,clap_1_mean,trumpet,down2tf5,1,0.0
audioldm2,clap_1_mean,trumpet,down2tf6,0,0.0
audioldm2,clap_1_mean,trumpet,down2tf6,1,0.0
audioldm2,clap_1_mean,trumpet,down3tf1,0,0.0
audioldm2,clap_1_mean,trumpet,down3tf1,1,0.0
audioldm2,clap_1_mean,trumpet,down3tf2,0,0.0
audioldm2,clap_1_mean,trumpet,down3tf2,1,0.0
audioldm2,clap_1_mean,trumpet,down3tf5,0,0.0
audioldm2,clap_1_mean,trumpet,down3tf5,1,0.0
audioldm2,clap_1_mean,trumpet,down3tf6,0,0.0
audioldm2,clap_1_mean,trumpet,down3tf6,1,0.0
audioldm2,clap_1_mean,trumpet,midtf1,0,0.0
audioldm2,clap_1_mean,trumpet,midtf1,1,0.0
audioldm2,clap_1_mean,trumpet,midtf2,0,0.0
audioldm2,clap_1_mean,trumpet,midtf2,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf1,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf1,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf2,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf2,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf5,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf5,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf6,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf6,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf9,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf9,1,0.0
audioldm2,clap_1_mean,trumpet,up0tf10,0,0.0
audioldm2,clap_1_mean,trumpet,up0tf10,1,0.0
audioldm2,clap_1_mean,trumpet,up1tf1,0,0.0
audioldm2,clap_1_mean,trumpet,up1tf1,1,0.0
audioldm2,clap_1_mean,trumpet,up1tf2,0,0.0
audioldm2,clap_1_mean,trumpet,up1tf2,1,0.0
audioldm2,clap_1_mean,trumpet,up1tf5,0,0.042735
audioldm2,clap_1_mean,trumpet,up1tf5,1,0.017094
audioldm2,clap_1_mean,trumpet,up1tf6,0,0.0
audioldm2,clap_1_mean,trumpet,up1tf6,1,0.0
audioldm2,clap_1_mean,trumpet,up1tf9,0,0.034188
audioldm2,clap_1_mean,trumpet,up1tf9,1,0.034188
audioldm2,clap_1_mean,trumpet,up1tf10,0,0.880342
audioldm2,clap_1_mean,trumpet,up1tf10,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf1,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf1,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf2,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf2,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf5,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf5,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf6,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf6,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf9,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf9,1,0.0
audioldm2,clap_1_mean,trumpet,up2tf10,0,0.0
audioldm2,clap_1_mean,trumpet,up2tf10,1,0.0
audioldm2,clap_1_mean,violin,down1tf1,0,0.0
audioldm2,clap_1_mean,violin,down1tf1,1,0.0
audioldm2,clap_1_mean,violin,down1tf2,0,0.0
audioldm2,clap_1_mean,violin,down1tf2,1,0.0
audioldm2,clap_1_mean,violin,down1tf5,0,0.0
audioldm2,clap_1_mean,violin,down1tf5,1,0.0
audioldm2,clap_1_mean,violin,down1tf6,0,0.0
audioldm2,clap_1_mean,violin,down1tf6,1,0.0
audioldm2,clap_1_mean,violin,down2tf1,0,0.0
audioldm2,clap_1_mean,violin,down2tf1,1,0.0
audioldm2,clap_1_mean,violin,down2tf2,0,0.0
audioldm2,clap_1_mean,violin,down2tf2,1,0.0
audioldm2,clap_1_mean,violin,down2tf5,0,0.0
audioldm2,clap_1_mean,violin,down2tf5,1,0.0
audioldm2,clap_1_mean,violin,down2tf6,0,0.0
audioldm2,clap_1_mean,violin,down2tf6,1,0.0
audioldm2,clap_1_mean,violin,down3tf1,0,0.0
audioldm2,clap_1_mean,violin,down3tf1,1,0.0
audioldm2,clap_1_mean,violin,down3tf2,0,0.0
audioldm2,clap_1_mean,violin,down3tf2,1,0.0
audioldm2,clap_1_mean,violin,down3tf5,0,0.0
audioldm2,clap_1_mean,violin,down3tf5,1,0.0
audioldm2,clap_1_mean,violin,down3tf6,0,0.0
audioldm2,clap_1_mean,violin,down3tf6,1,0.0
audioldm2,clap_1_mean,violin,midtf1,0,0.0
audioldm2,clap_1_mean,violin,midtf1,1,0.0
audioldm2,clap_1_mean,violin,midtf2,0,0.0
audioldm2,clap_1_mean,violin,midtf2,1,0.0
audioldm2,clap_1_mean,violin,up0tf1,0,0.0
audioldm2,clap_1_mean,violin,up0tf1,1,0.0
audioldm2,clap_1_mean,violin,up0tf2,0,0.0
audioldm2,clap_1_mean,violin,up0tf2,1,0.0
audioldm2,clap_1_mean,violin,up0tf5,0,0.0
audioldm2,clap_1_mean,violin,up0tf5,1,0.0
audioldm2,clap_1_mean,violin,up0tf6,0,0.0
audioldm2,clap_1_mean,violin,up0tf6,1,0.0
audioldm2,clap_1_mean,violin,up0tf9,0,0.0
audioldm2,clap_1_mean,violin,up0tf9,1,0.0
audioldm2,clap_1_mean,violin,up0tf10,0,0.0
audioldm2,clap_1_mean,violin,up0tf10,1,0.0
